序号,笔画,汉字,拼音,部件
3500,二十四画,矗,chù,直，直，直
3499,二十二画,瓤,ráng,襄，瓜
3498,二十二画,镶,xiāng,钅，襄
3497,二十二画,蘸,zhàn,艹，酉，焦
3496,二十一画,髓,suǐ,骨，辶，左，月
3495,二十一画,躏,lìn,足，艹，门，隹
3494,二十一画,霹,pī,雨，辟
3493,二十画,譬,pì,辟，言
3492,二十画,糯,nuò,米，需
3491,二十画,鳞,lín,鱼，粦
3490,二十画,巍,wēi,山，委，鬼
3489,二十画,蠕,rú,虫，需
3488,二十画,攘,rǎng,扌，襄
3487,二十画,鬓,bìn,髟，宾
3486,十九画,羹,gēng,羔，美
3485,十九画,癣,xuǎn,疒，鱼，羊
3484,十九画,靡,mí,麻，非
3483,十九画,蟹,xiè,角，刀，牛，虫
3482,十九画,簿,"bù,bó",⺮，氵，甫，寸
3481,十九画,簸,"bò,bǒ",⺮，其，皮
3480,十九画,蹬,dēng,足，登
3479,十九画,蹭,cèng,足，曾
3478,十九画,鳖,biē,敝，鱼
3477,十九画,藻,zǎo,艹，氵，喿
3476,十九画,蘑,mó,艹，麻，石
3475,十九画,孽,niè,艹，𠂤，辛，子
3474,十九画,攒,"zǎn,cuán",扌，赞
3473,十八画,戳,chuō,翟，戈
3472,十八画,璧,bì,辟，玉
3471,十八画,襟,jīn,衤，禁
3470,十八画,瀑,"pù,bào",氵，暴
3469,十八画,癞,lài,疒，赖
3468,十八画,鳍,qí,鱼，耆
3467,十八画,嚣,xiāo,口，口，页，口，口
3466,十八画,瞻,zhān,目，詹
3465,十八画,藤,téng,艹，月，龹，氺
3464,十八画,藕,ǒu,艹，耒，禺
3463,十七画,臀,tún,尸，共，殳，月
3462,十七画,豁,"huō,huò,huá",害，谷
3461,十七画,懦,nuò,忄，需
3460,十七画,癌,ái,疒，品，山
3459,十七画,糜,"mí,méi",麻，米
3458,十七画,鳄,è,鱼，口，口，亏
3457,十七画,臊,"sāo,sào",月，喿
3456,十七画,朦,méng,月，蒙
3455,十七画,爵,jué,爫，罒，皀，寸
3454,十七画,徽,huī,彳，山，一，糸，攵
3453,十七画,儡,lěi,亻，田，田，田
3452,十七画,簇,cù,⺮，㫃，矢
3451,十七画,魏,wèi,委，鬼
3450,十七画,镣,liào,钅，尞
3449,十七画,赡,shàn,贝，詹
3448,十七画,嚎,háo,口，高，豕
3447,十七画,蟀,shuài,虫，率
3446,十七画,蟋,xī,虫，悉
3445,十七画,蹋,tà,足，日，羽
3444,十七画,曙,shǔ,日，罒，者
3443,十七画,瞪,dèng,目，登
3442,十七画,瞳,tóng,目，童
3441,十七画,瞬,shùn,目，爫，冖，舛
3440,十七画,瞭,"liǎo,liào",目，尞
3439,十七画,磷,lín,石，粦
3438,十七画,礁,jiāo,石，焦
3437,十七画,檀,tán,木，亶
3436,十七画,檩,lǐn,木，禀
3435,十七画,檐,yán,木，詹
3434,十七画,檬,méng,木，蒙
3433,十七画,藐,miǎo,艹，豸，白，儿
3432,十七画,壕,háo,土，豪
3431,十六画,缰,jiāng, 纟，畺
3430,十六画,窿,lóng,穴，阝，夂，一，生
3429,十六画,懈,xiè,忄，解
3428,十六画,憾,hàn,忄，感
3427,十六画,濒,bīn,氵，步，页
3426,十六画,燎,"liáo,liǎo",火，尞
3425,十六画,糙,cāo,米，辶，告
3424,十六画,瘸,qué,疒，加，肉
3423,十六画,瘾,yǐn,疒，阝，刍，心
3422,十六画,鲸,jīng,鱼，京
3421,十六画,膳,shàn,月，善
3420,十六画,儒,rú,亻，需
3419,十六画,篱,lí,⺮，离
3418,十六画,篙,gāo,⺮，高
3417,十六画,篷,péng,⺮，辶，夆
3416,十六画,篡,cuàn,⺮，目，大，厶
3415,十六画,穆,mù,禾，白，小，彡
3414,十六画,黔,qián,黑，今
3413,十六画,鹦,yīng,婴，鸟
3412,十六画,噪,zào,口，喿
3411,十六画,螟,míng,虫，冥
3410,十六画,螃,páng,虫，旁
3409,十六画,蟆,"má,mò",虫，莫
3408,十六画,蹂,róu,足，柔
3407,十六画,踱,duó,足，度
3406,十六画,冀,jì,北，田，共
3405,十六画,辙,zhé,车，育，攵
3404,十六画,霎,shà,雨，妾
3403,十六画,霍,huò,雨，隹
3402,十六画,蟥,huáng,虫，黄
3401,十六画,瓢,piáo,票，瓜
3400,十六画,橙,chéng,木，登
3399,十六画,橱,chú,木，厨
3398,十六画,噩,è,王，口，口，口，口
3397,十六画,翰,hàn,𠦝，人，羽
3396,十六画,擎,qíng,敬，手
3395,十六画,薇,wēi,艹，彳，山，一，几，攵
3394,十六画,薛,xuē,艹，𠂤，辛
3393,十六画,蕾,lěi,艹，雷
3392,十六画,擅,shàn,扌，亶
3391,十六画,擂,"léi,lèi",扌，雷
3390,十六画,撼,hàn,扌，感
3389,十五画,缭,liáo, 纟，尞
3388,十五画,豫,yù,予，象
3387,十五画,嬉,xī,女，喜
3386,十五画,履,lǚ,尸，彳，复
3385,十五画,憨,hān,敢，心
3384,十五画,鹤,hè,隺，鸟
3383,十五画,谴,qiǎn,讠，遣
3382,十五画,褥,rù,衤，辱
3381,十五画,翩,piān,扁，羽
3380,十五画,憎,zēng,忄，曾
3379,十五画,懊,ào,忄，奥
3378,十五画,憔,qiáo,忄，焦
3377,十五画,澄,"chéng,dèng",氵，登
3376,十五画,澜,lán,氵，阑
3375,十五画,澈,chè,氵，育，攵
3374,十五画,潘,pān,氵，番
3373,十五画,澳,ào,氵，奥
3372,十五画,潦,"lǎo,lào,liáo",氵，尞
3371,十五画,潭,tán,氵，覃
3370,十五画,澎,péng,氵，彭
3369,十五画,凛,lǐn,冫，禀
3368,十五画,瘫,tān,疒，难
3367,十五画,瘤,liú,疒，留
3366,十五画,瘪,"biē,biě",疒，自，仑
3365,十五画,褒,bāo,衣，保
3364,十五画,鲫,jì,鱼，即
3363,十五画,鲤,lǐ,鱼，里
3362,十五画,膘,biāo,月，票
3361,十五画,篓,lǒu,⺮，娄
3360,十五画,稽,"jī,qǐ",禾，尤，旨
3359,十五画,镐,gǎo,钅，尞
3358,十五画,镊,niè,钅，聂
3357,十五画,幢,"chuáng,zhuàng",巾，童
3356,十五画,嘿,"hēi,mò",口，黑
3355,十五画,蝙,biān,虫，扁
3354,十五画,蝗,huáng,虫，皇
3353,十五画,蝌,kē,虫，禾，斗
3352,十五画,蝎,xiē,虫，曷
3351,十五画,蝠,fú,虫，畐
3350,十五画,嘹,liáo,口，尞
3349,十五画,嘲,"cháo,zhāo",口，，月
3348,十五画,嘶,sī,口，斯
3347,十五画,憋,biē,敝，心
3346,十五画,碾,niǎn,石，展
3345,十五画,磅,"bàng,páng",石，旁
3344,十五画,磕,kē,石，盍
3343,十五画,醇,chún,酉，享
3342,十五画,豌,wān,豆，宛
3341,十五画,敷,fū,甫，方，攵
3340,十五画,橄,gǎn,木，敢
3339,十五画,樟,zhāng,木，章
3338,十五画,樊,fán,木，爻，木，大
3337,十五画,蕴,yùn,艹，纟，昷
3336,十五画,蕊,ruǐ,艹，心，心，心
3335,十五画,鞍,ān,革，安
3334,十五画,撰,zhuàn,扌，巽
3333,十五画,墩,dūn,土，敦
3332,十五画,擒,qín,扌，禽
3331,十五画,撬,qiào,扌，毛，毛，毛
3330,十五画,撮,"cuō,zuǒ",扌，最
3329,十五画,撩,"liāo,liáo",扌，尞
3328,十五画,撵,niǎn,扌，辇
3327,十四画,缨,yīng, 纟，婴
3326,十四画,嫡,dí,女，啇
3325,十四画,隧,suì,阝，遂
3324,十四画,褪,"tuì,tùn",衤，辶，艮
3323,十四画,褐,hè,衤，曷
3322,十四画,谭,tán,讠，覃
3321,十四画,寥,liáo,宀，翏
3320,十四画,寡,guǎ,宀，頁，刀
3319,十四画,慷,kāng,忄，康
3318,十四画,漾,yàng,氵，羊，永
3317,十四画,漩,xuán,氵，㫃，疋
3316,十四画,漱,shù,氵，束，欠
3315,十四画,粹,cuì,米，卒
3314,十四画,彰,zhāng,章，彡
3313,十四画,瘟,wēn,疒，昷
3312,十四画,瘩,"dá,da",疒，荅
3311,十四画,孵,fū,卵，孚
3310,十四画,僧,sēng,亻，曾
3309,十四画,舆,yú,车，舁
3308,十四画,箫,xiāo,⺮，肃
3307,十四画,箕,jī,⺮，其
3306,十四画,箍,gū,⺮，扌，匝
3305,十四画,熏,"xūn,xùn",熏
3304,十四画,舔,tiǎn,舌，忝
3303,十四画,镀,dù,钅，度
3302,十四画,幔,màn,巾，曼
3301,十四画,嘀,dí,口，啇
3300,十四画,蝉,chán,虫，单
3299,十四画,踊,yǒng,足，甬
3298,十四画,嘁,qī,口，戚
3297,十四画,墅,shù,里，予，土
3296,十四画,雌,cí,此，隹
3295,十四画,辖,xiá,车，害
3294,十四画,辕,yuán,车，袁
3293,十四画,碳,tàn,石，山，灰
3292,十四画,碱,jiǎn,石，咸
3291,十四画,碴,"chá,chā",石，查
3290,十四画,碟,dié,石，枼
3289,十四画,酵,jiào,酉，孝
3288,十四画,榕,róng,木，容
3287,十四画,榛,zhēn,木，秦
3286,十四画,兢,jīng,克，克
3285,十四画,蔚,wèi,艹，尉
3284,十四画,熙,xī,巸，灬
3283,十四画,蔼,ǎi,艹，讠，曷
3282,十四画,蔗,zhè,艹，庶
3281,十四画,蔓,"màn,wàn",艹，曼
3280,十四画,摹,mó,莫，手
3279,十四画,蔫,niān,艹，焉
3278,十四画,赫,hè,赤，赤
3277,十四画,熬,"āo,áo",敖，灬
3276,十四画,赘,zhuì,敖，贝
3275,十三画,剿,"jiǎo,chāo",巢，刂
3274,十三画,缤,bīn,纟，宾
3273,十三画,缚,fù,纟，甫，寸
3272,十三画,嫉,jí,女，疾
3271,十三画,媳,xí,女，息
3270,十三画,谬,miù,讠，翏
3269,十三画,裸,luǒ,衤，果
3268,十三画,褂,guà,衤，圭，卜
3267,十三画,寝,qǐn,宀，丬，彐，冖，又
3266,十三画,窟,kū,穴，屈
3265,十三画,窥,kuī,穴，夫，见
